Student_ID,Course_Name,Placement_Status,Company_Name,Position,City,Package_LPA,Degree_Marks
STU1397,B.Com,Not Placed,None,None,None,0,61.77
STU1398,M.Tech,Placed,Accenture,Business Analyst,Kolkata,22.1,65.1
STU1399,BBA,Placed,Tech Mahindra,Software Engineer,Pune,13.29,69.88
STU1400,B.Sc,Placed,Infosys,Business Analyst,Pune,10.96,50.11
STU1401,B.Tech,Not Placed,None,None,None,0,57.27
STU1402,B.Com,Placed,Tech Mahindra,Project Manager,Bangalore,11.24,80.39
STU1403,M.Tech,Placed,TCS,Data Analyst,Pune,4.5,73.98
STU1404,B.Com,Not Placed,None,None,None,0,58.84
STU1405,M.Tech,Not Placed,None,None,None,0,92.06
STU1406,B.Tech,Placed,None,Consultant,Hyderabad,11.42,53.95
STU1407,BBA,Placed,Infosys,Consultant,Bangalore,20.14,56.05
STU1408,B.Sc,Not Placed,None,None,None,0,92.29
STU1409,M.Tech,Placed,Wipro,Business Analyst,None,23.41,89.79
STU1410,BCA,Placed,Accenture,Project Manager,Chennai,9.32,73.5
STU1411,B.Sc,Placed,Accenture,Consultant,Bangalore,20.62,62
STU1412,B.Com,Not Placed,None,None,None,0,67.48
STU1413,B.Com,Placed,Amazon,Consultant,Chennai,18.96,74.93
STU1414,MBA,Placed,Infosys,Project Manager,None,15.89,85.06
STU1415,B.Com,Placed,None,Consultant,Hyderabad,18.91,86.28
STU1416,B.Sc,Placed,Wipro,Project Manager,Chennai,10.66,52.87
STU1417,B.Com,Placed,None,Consultant,None,3.6,93.2
STU1418,MCA,Placed,Wipro,Intern,Chennai,4.86,83.13
STU1419,MBA,Placed,Accenture,Business Analyst,Pune,24.85,90.94
STU1420,B.Sc,Not Placed,None,None,None,0,75.97
STU1421,MBA,Placed,Wipro,Intern,Delhi,16.86,80.96
STU1422,B.Com,Placed,Tech Mahindra,Project Manager,Chennai,6.02,90.81
STU1423,B.Tech,Placed,Infosys,Consultant,Kolkata,8.91,83.28
STU1424,B.Sc,Placed,Amazon,Data Analyst,Delhi,20.8,84.9
STU1425,MBA,Placed,Wipro,Data Analyst,Pune,15.86,85.03
STU1426,MBA,Placed,Accenture,Software Engineer,Pune,9.35,85.48
STU1427,BBA,Not Placed,None,None,None,0,53.55
STU1428,B.Sc,Placed,None,Data Analyst,Hyderabad,23.16,81.14
STU1429,B.Sc,Not Placed,None,None,None,0,90.89
STU1430,BCA,Placed,Infosys,Data Analyst,Hyderabad,12.57,85.37
STU1431,BCA,Placed,None,Data Analyst,Chennai,23.12,92.55
STU1432,BCA,Placed,TCS,Intern,Bangalore,8.78,85.13
STU1433,B.Com,Not Placed,None,None,None,0,71.44
STU1434,B.Tech,Not Placed,None,None,None,0,83.49
STU1435,MCA,Not Placed,None,None,None,0,89.67
STU1436,BBA,Not Placed,None,None,None,0,86.67
STU1437,B.Tech,Not Placed,None,None,None,0,68.78
STU1438,B.Sc,Placed,Amazon,Software Engineer,None,15.26,65.62
STU1439,BBA,Not Placed,None,None,None,0,92.82
STU1440,BBA,Not Placed,None,None,None,0,58.85
STU1441,B.Com,Not Placed,None,None,None,0,80.07
STU1442,BBA,Placed,Google,Software Engineer,Bangalore,15.21,66.87
STU1443,BBA,Placed,Google,Software Engineer,Pune,14.56,57.22
STU1444,B.Tech,Placed,TCS,Data Analyst,Chennai,5.55,64.91
STU1445,M.Tech,Not Placed,None,None,None,0,91.32
STU1446,M.Tech,Placed,Amazon,Business Analyst,Bangalore,21.81,86.8
STU1447,BBA,Placed,Wipro,Intern,Pune,19.74,56.47
STU1448,BCA,Placed,Tech Mahindra,Project Manager,Delhi,13.83,84.93
STU1449,B.Sc,Not Placed,None,None,None,0,50.14
STU1450,B.Sc,Placed,Infosys,Project Manager,Bangalore,15.66,58.03
STU1451,B.Com,Placed,Accenture,Software Engineer,Delhi,18.75,81.28
STU1452,B.Com,Placed,Accenture,Software Engineer,Pune,19.14,79.34
STU1453,B.Sc,Placed,TCS,Intern,None,16.21,60.42
STU1454,M.Tech,Placed,Infosys,Project Manager,Bangalore,14.67,91.89
STU1455,B.Tech,Placed,Infosys,Business Analyst,Pune,7.86,68.21
STU1456,MCA,Placed,Accenture,Intern,None,4.5,67.87
STU1457,M.Tech,Placed,None,Consultant,None,18.76,77.4
STU1458,M.Tech,Placed,None,Business Analyst,Chennai,8.46,83.46
STU1459,B.Com,Placed,TCS,Intern,Delhi,11.07,72.53
STU1460,BBA,Not Placed,None,None,None,0,59.85
STU1461,B.Tech,Placed,None,Business Analyst,Bangalore,18.77,68.93
STU1462,BCA,Not Placed,None,None,None,0,52.9
STU1463,BCA,Not Placed,None,None,None,0,88.5
STU1464,M.Tech,Placed,TCS,Consultant,Hyderabad,6.88,61.37
STU1465,MBA,Placed,Amazon,Software Engineer,Chennai,9.41,81.88
STU1466,B.Com,Placed,Wipro,Business Analyst,Pune,6.8,91.66
STU1467,MBA,Placed,Tech Mahindra,Software Engineer,Chennai,17.63,68.12
STU1468,B.Sc,Placed,None,Project Manager,Mumbai,16.39,76.58
STU1469,MCA,Placed,Amazon,Intern,Mumbai,16.82,80.88
STU1470,MBA,Placed,Wipro,Data Analyst,Delhi,5.38,87.85
STU1471,M.Tech,Placed,None,Data Analyst,Bangalore,5.16,74.26
STU1472,MBA,Placed,TCS,Consultant,Bangalore,4.86,90.13
STU1473,B.Com,Not Placed,None,None,None,0,89.39
STU1474,M.Tech,Placed,Google,Software Engineer,Delhi,24.87,74.36
STU1475,BCA,Placed,None,Intern,Kolkata,7.1,89.37
STU1476,BBA,Placed,None,Project Manager,Kolkata,7.89,51.05
STU1477,BCA,Placed,Accenture,Project Manager,Pune,12.12,50.38
STU1478,BBA,Placed,Amazon,Data Analyst,Chennai,14.19,86.22
STU1479,BCA,Placed,Tech Mahindra,Business Analyst,Delhi,11.5,77.23
STU1480,B.Com,Placed,Tech Mahindra,Software Engineer,Hyderabad,19.1,51.71
STU1481,B.Com,Placed,Accenture,Software Engineer,Mumbai,5.26,62.71
STU1482,B.Com,Placed,Accenture,Software Engineer,Pune,5.94,72.92
STU1483,MCA,Placed,None,Consultant,Delhi,24.88,69.96
STU1484,BCA,Placed,Infosys,Intern,Chennai,23.66,62.29
STU1485,B.Sc,Placed,Google,Software Engineer,Mumbai,21.63,86.85
STU1486,MBA,Placed,TCS,Consultant,Mumbai,14.76,56.93
STU1487,M.Tech,Not Placed,None,None,None,0,71.71
STU1488,BBA,Placed,Accenture,Project Manager,Pune,22.82,57.01
STU1489,B.Sc,Placed,Google,Business Analyst,Mumbai,21.63,60.11
STU1490,M.Tech,Placed,None,Business Analyst,Delhi,18.77,66.98
STU1491,MCA,Placed,Wipro,Data Analyst,Delhi,9.88,57.58
STU1492,B.Tech,Placed,Google,Intern,Bangalore,4.54,69.31
STU1493,B.Com,Not Placed,None,None,None,0,88.24
STU1494,B.Sc,Not Placed,None,None,None,0,90.56
STU1495,M.Tech,Placed,Tech Mahindra,Business Analyst,None,21.41,54.5
STU1496,B.Com,Placed,Google,Business Analyst,Mumbai,18.97,61.41
STU1497,M.Tech,Placed,None,Intern,Mumbai,12.43,62.46
STU1498,MCA,Not Placed,None,None,None,0,79.13
STU1499,MBA,Placed,TCS,Consultant,Kolkata,9.78,93.26
